n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;English(en)                        | (2nd row after this ingame);Bulgarian(bg);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0001;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Уничтожай!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0002;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;В атаку!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0003;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Круши!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0004;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Атакуй!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0005;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Разрушай!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0006;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Нападай!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0007;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Сметай всё!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0008;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Убей смертного!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0009;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Уничтожь их!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;mon_taunt_S_pSkel_0010;;mon_taunt_pSkel;;line;1000;;TRUE;ini;;Разнеси всё!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
